9/30/2011,20:30,ct,us,fireball,900,41.5622222,-72.6511111
9/30/2011,20:30,nj,us,unknown,300,39.1533333,-74.6933333
9/30/2011,21:00,ne,us,sphere,3600,41.1366667,-95.8905556
9/30/2011,21:07,tx,us,other,10,31.1238889,-97.9027778
9/30/2011,21:48,ne,us,chevron,60,41.2586111,-95.9375
9/30/2011,21:50,ar,us,diamond,120,35.2505556,-91.7361111
9/30/2011,21:51,tx,us,unknown,10,31.1238889,-97.9027778
9/30/2011,22:30,tx,us,light,15,29.8986111,-93.9286111
9/30/2011,22:45,az,us,triangle,30,35.022485,-114.58927
9/30/2011,23:00,wa,us,fireball,300,45.6388889,-122.6602778
9/30/2011,23:00,wa,us,light,240,45.6388889,-122.6602778
9/30/2011,23:15,wa,us,fireball,30,45.6388889,-122.6602778
9/30/2011,23:30,fl,us,formation,4,29.599252,-81.188856
9/30/2012,00:00,fl,us,circle,300,26.4611111,-80.0730556
9/30/2012,00:00,in,us,fireball,300,39.7683333,-86.1580556
9/30/2012,00:16,mn,us,fireball,180,44.7894444,-93.6019444
9/30/2012,00:30,,gb,circle,300,51.514125,-0.093689
9/30/2012,01:00,wa,us,light,3600,47.6105556,-122.1994444
9/30/2012,04:00,nh,us,cigar,38,43.1977778,-70.8741667
9/30/2012,04:55,ks,us,circle,360,38.8791667,-99.3263889
9/30/2012,07:15,tn,us,circle,1200,36.3047222,-86.62
9/30/2012,08:20,mo,us,triangle,180,36.7958333,-89.9577778
9/30/2012,15:50,ca,us,oval,900,34.0522222,-118.2427778
9/30/2012,18:45,on,ca,sphere,30,43.433333,-79.666667
9/30/2012,19:00,hi,us,cone,18000,20.9541667,-156.6897222
9/30/2012,20:00,wa,us,other,420,47.6588889,-117.425
9/30/2012,20:15,or,us,fireball,180,45.5236111,-122.675
9/30/2012,21:40,ca,us,triangle,300,34.0852778,-117.96
9/30/2012,21:45,il,us,fireball,600,42.3333333,-88.2666667
9/30/2012,22:00,ny,us,flash,5,41.9269444,-73.9977778
9/30/2012,23:00,qc,ca,triangle,300,45.433333,-75.733333
9/30/2013,00:10,ny,us,formation,420,40.579532,-74.150201
9/30/2013,03:30,ny,us,changing,3600,44.505,-73.4805556
9/30/2013,07:30,mi,us,teardrop,600,43.2341667,-86.2483333
9/30/2013,18:10,tn,us,cylinder,240,35.2016667,-88.2391667
9/30/2013,19:00,ma,us,oval,1200,42.4369444,-71.5061111
9/30/2013,20:00,wi,us,light,1200,43.9680556,-88.9433333
9/30/2013,20:10,md,us,unknown,240,39.6236111,-77.4111111
9/30/2013,20:30,mn,us,triangle,2700,44.8041667,-93.1666667
9/30/2013,21:30,ma,us,triangle,120,41.6894444,-70.1569444
9/30/2013,22:30,nj,us,unknown,1200,40.6966667,-74.9411111
