United States,4
United Kingdom,3
Greece,3
France,2
Germany,2
Australia,2
Russia,1
Italy,1
Sweden,1
China,1
Japan,2
Finland,1
Canada,1
Netherlands,1
South Korea,1
Belgium,1
Spain,1
Brazil,1
Sweden,1
Belgium,1
Mexico,1 	
